sample_index,y_true,basemodel_pred,cancer_expert_pred,changed,recovered_stroma_false_negative,new_stroma_false_positive,true_epithelium_changed_to_stroma
1524,0,0,0,False,False,False,False
1525,3,3,3,False,False,False,False
1526,0,0,0,False,False,False,False
1527,4,4,4,False,False,False,False
1528,0,0,0,False,False,False,False
1529,1,1,1,False,False,False,False
1530,3,3,3,False,False,False,False
1531,0,0,0,False,False,False,False
1532,8,8,8,False,False,False,False
1533,1,1,1,False,False,False,False
1534,8,8,8,False,False,False,False
1535,5,5,5,False,False,False,False
1536,3,3,3,False,False,False,False
1537,4,4,4,False,False,False,False
1538,6,6,6,False,False,False,False
1539,0,0,0,False,False,False,False
1540,0,0,0,False,False,False,False
1541,3,3,3,False,False,False,False
1542,1,1,1,False,False,False,False
1543,0,0,0,False,False,False,False
1544,2,2,2,False,False,False,False
1545,7,7,7,False,False,False,False
1546,2,2,2,False,False,False,False
1547,3,3,3,False,False,False,False
1548,0,0,0,False,False,False,False
1549,4,4,4,False,False,False,False
1550,8,8,8,False,False,False,False
1551,2,2,2,False,False,False,False
1552,3,3,3,False,False,False,False
1553,8,8,8,False,False,False,False
1554,0,0,0,False,False,False,False
1555,0,0,0,False,False,False,False
1556,4,4,4,False,False,False,False
1557,1,1,1,False,False,False,False
1558,3,3,3,False,False,False,False
1559,8,8,8,False,False,False,False
1560,0,3,3,False,False,False,False
1561,1,1,1,False,False,False,False
1562,7,3,3,False,False,False,False
1563,5,5,7,True,False,True,False
1564,6,6,6,False,False,False,False
1565,2,2,2,False,False,False,False
1566,8,8,8,False,False,False,False
1567,5,5,5,False,False,False,False
1568,7,7,7,False,False,False,False
1569,1,1,1,False,False,False,False
1570,5,5,5,False,False,False,False
1571,5,5,5,False,False,False,False
1572,7,7,7,False,False,False,False
1573,0,0,0,False,False,False,False
1574,0,0,0,False,False,False,False
1575,1,1,1,False,False,False,False
1576,8,8,8,False,False,False,False
1577,0,0,0,False,False,False,False
1578,0,0,0,False,False,False,False
1579,6,6,6,False,False,False,False
1580,6,6,6,False,False,False,False
1581,0,0,0,False,False,False,False
1582,4,4,4,False,False,False,False
1583,8,8,8,False,False,False,False
1584,2,2,2,False,False,False,False
1585,0,0,0,False,False,False,False
1586,3,3,3,False,False,False,False
1587,4,4,4,False,False,False,False
1588,6,6,6,False,False,False,False
1589,5,4,4,False,False,False,False
1590,6,6,6,False,False,False,False
1591,1,1,1,False,False,False,False
1592,2,2,2,False,False,False,False
1593,1,1,1,False,False,False,False
1594,5,5,5,False,False,False,False
1595,8,8,8,False,False,False,False
1596,4,4,4,False,False,False,False
1597,5,5,5,False,False,False,False
1598,4,4,4,False,False,False,False
1599,5,5,5,False,False,False,False
1600,6,6,6,False,False,False,False
1601,4,4,4,False,False,False,False
1602,5,5,5,False,False,False,False
1603,6,3,3,False,False,False,False
1604,3,3,3,False,False,False,False
1605,8,8,8,False,False,False,False
1606,7,2,7,True,True,False,False
1607,5,5,5,False,False,False,False
1608,5,5,5,False,False,False,False
1609,8,8,8,False,False,False,False
1610,0,0,0,False,False,False,False
1611,8,8,8,False,False,False,False
1612,2,2,2,False,False,False,False
1613,1,1,1,False,False,False,False
1614,4,5,5,False,False,False,False
1615,3,3,3,False,False,False,False
1616,4,4,4,False,False,False,False
1617,8,8,8,False,False,False,False
1618,4,4,4,False,False,False,False
1619,0,0,0,False,False,False,False
1620,2,2,2,False,False,False,False
1621,4,4,4,False,False,False,False
1622,2,2,2,False,False,False,False
1623,6,6,6,False,False,False,False
1624,4,4,4,False,False,False,False
1625,8,8,8,False,False,False,False
1626,3,3,3,False,False,False,False
1627,7,7,7,False,False,False,False
1628,3,3,3,False,False,False,False
1629,7,4,4,False,False,False,False
1630,1,1,1,False,False,False,False
1631,4,4,4,False,False,False,False
1632,8,8,8,False,False,False,False
1633,5,5,5,False,False,False,False
1634,2,2,2,False,False,False,False
1635,5,5,5,False,False,False,False
1636,6,6,6,False,False,False,False
1637,0,0,0,False,False,False,False
1638,0,0,0,False,False,False,False
1639,0,0,0,False,False,False,False
1640,7,7,7,False,False,False,False
1641,0,3,3,False,False,False,False
1642,2,2,2,False,False,False,False
1643,3,3,3,False,False,False,False
1644,0,0,0,False,False,False,False
1645,0,0,0,False,False,False,False
1646,4,4,4,False,False,False,False
1647,5,5,5,False,False,False,False
1648,6,6,6,False,False,False,False
1649,6,6,6,False,False,False,False
1650,0,0,0,False,False,False,False
1651,5,5,5,False,False,False,False
1652,2,2,2,False,False,False,False
1653,1,1,1,False,False,False,False
1654,3,3,3,False,False,False,False
1655,2,2,2,False,False,False,False
1656,5,5,5,False,False,False,False
1657,8,8,8,False,False,False,False
1658,6,6,6,False,False,False,False
1659,8,8,8,False,False,False,False
1660,1,1,1,False,False,False,False
1661,2,2,2,False,False,False,False
1662,2,2,2,False,False,False,False
1663,6,6,6,False,False,False,False
1664,8,8,8,False,False,False,False
1665,0,0,0,False,False,False,False
1666,3,3,3,False,False,False,False
1667,1,1,1,False,False,False,False
1668,7,7,7,False,False,False,False
1669,4,4,4,False,False,False,False
1670,1,1,1,False,False,False,False
1671,1,1,1,False,False,False,False
1672,4,4,4,False,False,False,False
1673,5,5,5,False,False,False,False
1674,3,3,3,False,False,False,False
1675,5,5,7,True,False,True,False
1676,1,1,1,False,False,False,False
1677,0,5,5,False,False,False,False
1678,4,4,4,False,False,False,False
1679,5,2,2,False,False,False,False
1680,1,1,1,False,False,False,False
1681,7,7,7,False,False,False,False
1682,5,5,5,False,False,False,False
1683,5,5,5,False,False,False,False
1684,2,2,2,False,False,False,False
1685,8,8,8,False,False,False,False
1686,8,8,8,False,False,False,False
1687,4,4,4,False,False,False,False
1688,5,5,5,False,False,False,False
1689,3,3,3,False,False,False,False
1690,7,7,7,False,False,False,False
1691,0,0,0,False,False,False,False
1692,1,1,1,False,False,False,False
1693,4,4,4,False,False,False,False
1694,1,1,1,False,False,False,False
1695,5,5,5,False,False,False,False
1696,0,0,0,False,False,False,False
1697,3,3,3,False,False,False,False
1698,0,0,0,False,False,False,False
1699,2,2,2,False,False,False,False
1700,0,0,0,False,False,False,False
1701,0,5,5,False,False,False,False
1702,0,0,0,False,False,False,False
1703,1,1,1,False,False,False,False
1704,1,1,1,False,False,False,False
1705,6,6,6,False,False,False,False
1706,8,8,8,False,False,False,False
1707,4,4,4,False,False,False,False
1708,1,1,1,False,False,False,False
1709,4,4,4,False,False,False,False
1710,5,5,5,False,False,False,False
1711,8,8,8,False,False,False,False
1712,8,8,8,False,False,False,False
1713,7,7,7,False,False,False,False
1714,1,1,1,False,False,False,False
1715,5,5,5,False,False,False,False
1716,0,0,0,False,False,False,False
1717,5,5,5,False,False,False,False
1718,3,3,3,False,False,False,False
1719,7,5,5,False,False,False,False
1720,3,3,3,False,False,False,False
1721,0,5,5,False,False,False,False
1722,6,6,6,False,False,False,False
1723,4,4,4,False,False,False,False
1724,1,1,1,False,False,False,False
1725,0,5,5,False,False,False,False
1726,4,4,4,False,False,False,False
1727,7,2,7,True,True,False,False
1728,0,5,5,False,False,False,False
1729,8,8,8,False,False,False,False
1730,3,3,3,False,False,False,False
1731,5,5,5,False,False,False,False
1732,4,4,4,False,False,False,False
1733,5,5,5,False,False,False,False
1734,3,3,3,False,False,False,False
1735,0,0,0,False,False,False,False
1736,7,7,7,False,False,False,False
1737,6,6,6,False,False,False,False
1738,0,0,0,False,False,False,False
1739,2,2,2,False,False,False,False
1740,6,6,6,False,False,False,False
1741,1,1,1,False,False,False,False
1742,1,1,1,False,False,False,False
1743,5,5,5,False,False,False,False
1744,3,3,3,False,False,False,False
1745,4,4,4,False,False,False,False
1746,6,6,6,False,False,False,False
1747,4,4,4,False,False,False,False
1748,2,2,2,False,False,False,False
1749,8,8,8,False,False,False,False
1750,7,8,7,True,True,False,False
1751,6,6,6,False,False,False,False
1752,1,1,1,False,False,False,False
1753,3,3,3,False,False,False,False
1754,8,8,8,False,False,False,False
1755,0,0,0,False,False,False,False
1756,8,8,8,False,False,False,False
1757,1,1,1,False,False,False,False
1758,0,0,0,False,False,False,False
1759,5,5,5,False,False,False,False
1760,6,8,8,False,False,False,False
1761,4,4,4,False,False,False,False
1762,1,1,1,False,False,False,False
1763,0,5,5,False,False,False,False
1764,3,3,3,False,False,False,False
1765,6,8,8,False,False,False,False
1766,6,8,8,False,False,False,False
1767,3,3,3,False,False,False,False
1768,0,0,0,False,False,False,False
1769,8,8,8,False,False,False,False
1770,1,1,1,False,False,False,False
1771,3,3,3,False,False,False,False
1772,0,0,0,False,False,False,False
1773,8,8,8,False,False,False,False
1774,1,1,1,False,False,False,False
1775,1,1,1,False,False,False,False
1776,0,0,0,False,False,False,False
1777,3,3,3,False,False,False,False
1778,7,7,7,False,False,False,False
1779,5,8,7,True,False,True,False
1780,0,0,0,False,False,False,False
1781,5,5,7,True,False,True,False
1782,7,5,5,False,False,False,False
1783,4,4,4,False,False,False,False
1784,5,5,5,False,False,False,False
1785,3,3,3,False,False,False,False
1786,6,6,6,False,False,False,False
1787,0,0,0,False,False,False,False
1788,4,4,4,False,False,False,False
1789,8,8,8,False,False,False,False
1790,0,0,0,False,False,False,False
1791,3,3,3,False,False,False,False
1792,0,0,0,False,False,False,False
1793,3,3,3,False,False,False,False
1794,5,5,5,False,False,False,False
1795,6,6,6,False,False,False,False
1796,0,0,0,False,False,False,False
1797,4,4,4,False,False,False,False
1798,1,1,1,False,False,False,False
1799,2,2,2,False,False,False,False
1800,7,7,7,False,False,False,False
1801,8,8,8,False,False,False,False
1802,0,0,0,False,False,False,False
1803,4,4,4,False,False,False,False
1804,1,1,1,False,False,False,False
1805,4,4,4,False,False,False,False
1806,3,3,3,False,False,False,False
1807,3,3,3,False,False,False,False
1808,2,2,2,False,False,False,False
1809,3,3,3,False,False,False,False
1810,8,8,8,False,False,False,False
1811,0,0,0,False,False,False,False
1812,0,0,0,False,False,False,False
1813,5,5,5,False,False,False,False
1814,7,5,7,True,True,False,False
1815,5,5,5,False,False,False,False
1816,1,1,1,False,False,False,False
1817,3,3,3,False,False,False,False
1818,0,0,0,False,False,False,False
1819,8,8,8,False,False,False,False
1820,6,6,6,False,False,False,False
1821,6,6,6,False,False,False,False
1822,1,1,1,False,False,False,False
1823,1,1,1,False,False,False,False
1824,6,8,8,False,False,False,False
1825,8,8,8,False,False,False,False
1826,8,8,8,False,False,False,False
1827,1,1,1,False,False,False,False
1828,3,3,3,False,False,False,False
1829,0,0,0,False,False,False,False
1830,4,4,4,False,False,False,False
1831,6,6,6,False,False,False,False
1832,2,2,2,False,False,False,False
1833,3,3,3,False,False,False,False
1834,5,5,5,False,False,False,False
1835,4,4,4,False,False,False,False
1836,1,1,1,False,False,False,False
1837,0,0,0,False,False,False,False
1838,3,3,3,False,False,False,False
1839,7,5,7,True,True,False,False
1840,4,4,4,False,False,False,False
1841,4,4,4,False,False,False,False
1842,4,4,4,False,False,False,False
1843,0,0,0,False,False,False,False
1844,8,8,8,False,False,False,False
1845,0,0,0,False,False,False,False
1846,0,0,0,False,False,False,False
1847,8,8,8,False,False,False,False
1848,4,4,4,False,False,False,False
1849,4,4,4,False,False,False,False
1850,5,5,5,False,False,False,False
1851,6,6,6,False,False,False,False
1852,4,4,4,False,False,False,False
1853,3,3,3,False,False,False,False
1854,0,0,0,False,False,False,False
1855,2,2,2,False,False,False,False
1856,0,0,0,False,False,False,False
1857,3,3,3,False,False,False,False
1858,1,1,1,False,False,False,False
1859,1,1,1,False,False,False,False
1860,0,0,0,False,False,False,False
1861,3,3,3,False,False,False,False
1862,2,2,2,False,False,False,False
1863,1,1,1,False,False,False,False
1864,3,3,3,False,False,False,False
1865,3,3,3,False,False,False,False
1866,7,7,7,False,False,False,False
1867,8,8,8,False,False,False,False
1868,4,4,4,False,False,False,False
1869,0,0,0,False,False,False,False
1870,6,8,8,False,False,False,False
1871,0,0,0,False,False,False,False
1872,0,0,0,False,False,False,False
1873,2,2,2,False,False,False,False
1874,5,5,5,False,False,False,False
1875,4,4,4,False,False,False,False
1876,1,1,1,False,False,False,False
1877,1,1,1,False,False,False,False
1878,7,8,7,True,True,False,False
1879,0,5,5,False,False,False,False
1880,7,8,7,True,True,False,False
1881,8,8,8,False,False,False,False
1882,5,5,7,True,False,True,False
1883,8,8,8,False,False,False,False
1884,0,0,0,False,False,False,False
1885,8,8,8,False,False,False,False
1886,4,4,4,False,False,False,False
1887,4,4,4,False,False,False,False
1888,6,6,6,False,False,False,False
1889,8,8,8,False,False,False,False
1890,1,1,1,False,False,False,False
1891,0,0,0,False,False,False,False
1892,4,4,4,False,False,False,False
1893,8,8,8,False,False,False,False
1894,4,5,5,False,False,False,False
1895,5,5,5,False,False,False,False
1896,8,8,8,False,False,False,False
1897,0,0,0,False,False,False,False
1898,5,5,5,False,False,False,False
1899,8,8,8,False,False,False,False
1900,4,4,4,False,False,False,False
1901,4,0,0,False,False,False,False
1902,0,0,0,False,False,False,False
1903,5,5,5,False,False,False,False
1904,1,1,1,False,False,False,False
1905,4,4,4,False,False,False,False
1906,8,8,7,True,False,True,True
1907,6,6,6,False,False,False,False
1908,5,5,5,False,False,False,False
1909,0,0,0,False,False,False,False
1910,3,3,3,False,False,False,False
1911,1,1,1,False,False,False,False
1912,0,5,5,False,False,False,False
1913,3,3,3,False,False,False,False
1914,0,0,0,False,False,False,False
1915,6,6,6,False,False,False,False
1916,8,8,8,False,False,False,False
1917,8,8,8,False,False,False,False
1918,0,0,0,False,False,False,False
1919,4,4,4,False,False,False,False
1920,6,6,6,False,False,False,False
1921,8,8,8,False,False,False,False
1922,6,8,8,False,False,False,False
1923,3,3,3,False,False,False,False
1924,6,6,6,False,False,False,False
1925,8,8,8,False,False,False,False
1926,8,8,8,False,False,False,False
1927,4,4,4,False,False,False,False
1928,6,8,7,True,False,True,False
1929,3,3,3,False,False,False,False
1930,4,4,4,False,False,False,False
1931,5,5,5,False,False,False,False
1932,2,2,2,False,False,False,False
1933,4,4,4,False,False,False,False
1934,4,4,4,False,False,False,False
1935,8,8,8,False,False,False,False
1936,8,8,8,False,False,False,False
1937,5,5,5,False,False,False,False
1938,1,1,1,False,False,False,False
1939,3,3,3,False,False,False,False
1940,0,0,0,False,False,False,False
1941,1,1,1,False,False,False,False
1942,3,3,3,False,False,False,False
1943,4,4,4,False,False,False,False
1944,3,3,3,False,False,False,False
1945,4,4,4,False,False,False,False
1946,8,8,8,False,False,False,False
1947,3,3,3,False,False,False,False
1948,6,6,6,False,False,False,False
1949,6,6,6,False,False,False,False
1950,0,5,5,False,False,False,False
1951,6,6,6,False,False,False,False
1952,4,4,4,False,False,False,False
1953,4,4,4,False,False,False,False
1954,7,4,4,False,False,False,False
1955,4,4,4,False,False,False,False
1956,7,7,7,False,False,False,False
1957,5,5,5,False,False,False,False
1958,2,2,2,False,False,False,False
1959,1,1,1,False,False,False,False
1960,4,4,4,False,False,False,False
1961,8,8,8,False,False,False,False
1962,1,1,1,False,False,False,False
1963,4,6,6,False,False,False,False
1964,6,6,6,False,False,False,False
1965,0,5,5,False,False,False,False
1966,7,7,7,False,False,False,False
1967,1,1,1,False,False,False,False
1968,8,8,8,False,False,False,False
1969,3,3,3,False,False,False,False
1970,0,0,0,False,False,False,False
1971,6,8,8,False,False,False,False
1972,0,5,5,False,False,False,False
1973,2,2,2,False,False,False,False
1974,4,4,4,False,False,False,False
1975,6,6,6,False,False,False,False
1976,1,1,1,False,False,False,False
1977,6,6,6,False,False,False,False
1978,6,6,6,False,False,False,False
1979,6,6,6,False,False,False,False
1980,8,8,8,False,False,False,False
1981,0,0,0,False,False,False,False
1982,4,4,4,False,False,False,False
1983,8,8,8,False,False,False,False
1984,4,4,4,False,False,False,False
1985,5,5,5,False,False,False,False
1986,8,8,8,False,False,False,False
1987,6,6,6,False,False,False,False
1988,8,8,8,False,False,False,False
1989,6,6,6,False,False,False,False
1990,8,8,8,False,False,False,False
1991,7,7,7,False,False,False,False
1992,4,4,4,False,False,False,False
1993,2,2,2,False,False,False,False
1994,8,8,8,False,False,False,False
1995,0,0,0,False,False,False,False
1996,0,0,0,False,False,False,False
1997,7,7,7,False,False,False,False
1998,0,0,0,False,False,False,False
1999,8,8,8,False,False,False,False
2000,6,3,3,False,False,False,False
2001,1,1,1,False,False,False,False
2002,7,7,7,False,False,False,False
2003,0,0,0,False,False,False,False
2004,5,5,5,False,False,False,False
2005,5,5,5,False,False,False,False
2006,4,4,4,False,False,False,False
2007,5,1,1,False,False,False,False
2008,8,8,8,False,False,False,False
2009,7,5,7,True,True,False,False
2010,6,6,6,False,False,False,False
2011,8,8,8,False,False,False,False
2012,2,2,2,False,False,False,False
2013,6,6,6,False,False,False,False
2014,7,8,7,True,True,False,False
2015,1,1,1,False,False,False,False
2016,0,5,5,False,False,False,False
2017,1,1,1,False,False,False,False
2018,6,6,6,False,False,False,False
2019,0,0,0,False,False,False,False
2020,7,7,7,False,False,False,False
2021,6,6,6,False,False,False,False
2022,0,0,0,False,False,False,False
2023,1,1,1,False,False,False,False
2024,8,8,8,False,False,False,False
2025,6,6,6,False,False,False,False
2026,7,5,7,True,True,False,False
2027,7,5,7,True,True,False,False
2028,3,3,3,False,False,False,False
2029,5,5,5,False,False,False,False
2030,5,5,5,False,False,False,False
2031,5,5,5,False,False,False,False
2032,4,4,4,False,False,False,False
2033,7,2,7,True,True,False,False
2034,1,1,1,False,False,False,False
2035,8,8,8,False,False,False,False
2036,4,4,4,False,False,False,False
2037,7,7,7,False,False,False,False
2038,7,7,7,False,False,False,False
2039,3,3,3,False,False,False,False
2040,4,6,6,False,False,False,False
2041,4,4,4,False,False,False,False
2042,1,1,1,False,False,False,False
2043,3,3,3,False,False,False,False
2044,8,8,8,False,False,False,False
2045,1,1,1,False,False,False,False
2046,1,1,1,False,False,False,False
2047,0,0,0,False,False,False,False
2048,8,8,8,False,False,False,False
2049,3,3,3,False,False,False,False
2050,4,4,4,False,False,False,False
2051,4,4,4,False,False,False,False
2052,4,4,4,False,False,False,False
2053,4,4,4,False,False,False,False
2054,5,5,5,False,False,False,False
2055,0,0,0,False,False,False,False
2056,0,0,0,False,False,False,False
2057,3,3,3,False,False,False,False
2058,1,1,1,False,False,False,False
2059,2,2,2,False,False,False,False
2060,1,1,1,False,False,False,False
2061,8,8,8,False,False,False,False
2062,3,3,3,False,False,False,False
2063,3,3,3,False,False,False,False
2064,5,5,5,False,False,False,False
2065,2,2,2,False,False,False,False
2066,1,1,1,False,False,False,False
2067,8,8,8,False,False,False,False
2068,7,8,7,True,True,False,False
2069,6,6,6,False,False,False,False
2070,8,8,8,False,False,False,False
2071,6,6,6,False,False,False,False
2072,4,4,4,False,False,False,False
2073,8,8,8,False,False,False,False
2074,7,5,7,True,True,False,False
2075,7,7,7,False,False,False,False
2076,8,8,8,False,False,False,False
2077,6,6,6,False,False,False,False
2078,2,2,2,False,False,False,False
2079,4,4,4,False,False,False,False
2080,8,8,8,False,False,False,False
2081,5,5,5,False,False,False,False
2082,6,6,6,False,False,False,False
2083,8,8,8,False,False,False,False
2084,0,0,0,False,False,False,False
2085,7,7,7,False,False,False,False
2086,4,4,4,False,False,False,False
2087,0,0,0,False,False,False,False
2088,1,1,1,False,False,False,False
2089,6,6,6,False,False,False,False
2090,3,3,3,False,False,False,False
2091,8,8,8,False,False,False,False
2092,4,4,4,False,False,False,False
2093,8,8,8,False,False,False,False
2094,0,5,5,False,False,False,False
2095,8,8,8,False,False,False,False
2096,8,8,8,False,False,False,False
2097,7,2,7,True,True,False,False
2098,0,0,0,False,False,False,False
2099,0,0,0,False,False,False,False
2100,1,1,1,False,False,False,False
2101,0,0,0,False,False,False,False
2102,8,8,8,False,False,False,False
2103,0,5,5,False,False,False,False
2104,0,0,0,False,False,False,False
2105,6,6,6,False,False,False,False
2106,3,3,3,False,False,False,False
2107,4,4,4,False,False,False,False
2108,2,2,2,False,False,False,False
2109,1,1,1,False,False,False,False
2110,4,4,4,False,False,False,False
2111,4,4,4,False,False,False,False
2112,0,0,0,False,False,False,False
2113,8,8,8,False,False,False,False
2114,5,5,5,False,False,False,False
2115,8,8,8,False,False,False,False
2116,3,3,3,False,False,False,False
2117,8,8,8,False,False,False,False
2118,4,4,4,False,False,False,False
2119,8,8,8,False,False,False,False
2120,0,0,0,False,False,False,False
2121,0,0,0,False,False,False,False
2122,1,1,1,False,False,False,False
2123,2,2,2,False,False,False,False
2124,3,3,3,False,False,False,False
2125,5,5,5,False,False,False,False
2126,3,3,3,False,False,False,False
2127,0,0,0,False,False,False,False
2128,0,0,0,False,False,False,False
2129,0,0,0,False,False,False,False
2130,8,8,8,False,False,False,False
2131,4,4,4,False,False,False,False
2132,1,1,1,False,False,False,False
2133,7,7,7,False,False,False,False
2134,6,6,6,False,False,False,False
2135,0,0,0,False,False,False,False
2136,1,1,1,False,False,False,False
2137,0,0,0,False,False,False,False
2138,6,6,6,False,False,False,False
2139,8,8,8,False,False,False,False
2140,3,3,3,False,False,False,False
2141,2,2,2,False,False,False,False
2142,5,5,5,False,False,False,False
2143,0,0,0,False,False,False,False
2144,3,3,3,False,False,False,False
2145,5,5,5,False,False,False,False
2146,5,5,5,False,False,False,False
2147,3,3,3,False,False,False,False
2148,1,1,1,False,False,False,False
2149,0,0,0,False,False,False,False
2150,0,0,0,False,False,False,False
2151,6,8,8,False,False,False,False
2152,1,1,1,False,False,False,False
2153,5,5,7,True,False,True,False
2154,4,4,4,False,False,False,False
2155,0,0,0,False,False,False,False
2156,0,0,0,False,False,False,False
2157,1,1,1,False,False,False,False
2158,4,4,4,False,False,False,False
2159,8,8,7,True,False,True,True
2160,4,4,4,False,False,False,False
2161,4,4,4,False,False,False,False
2162,0,0,0,False,False,False,False
2163,5,5,5,False,False,False,False
2164,1,1,1,False,False,False,False
2165,0,0,0,False,False,False,False
2166,8,8,8,False,False,False,False
2167,0,0,0,False,False,False,False
2168,8,8,8,False,False,False,False
2169,3,3,3,False,False,False,False
2170,0,5,5,False,False,False,False
2171,3,3,3,False,False,False,False
2172,0,0,0,False,False,False,False
2173,6,6,6,False,False,False,False
2174,2,2,2,False,False,False,False
2175,0,0,0,False,False,False,False
2176,4,6,6,False,False,False,False
2177,4,4,4,False,False,False,False
2178,8,8,8,False,False,False,False
2179,0,0,0,False,False,False,False
2180,8,8,8,False,False,False,False
2181,5,5,5,False,False,False,False
2182,6,6,6,False,False,False,False
2183,4,4,4,False,False,False,False
2184,7,5,5,False,False,False,False
2185,1,1,1,False,False,False,False
2186,7,3,3,False,False,False,False
2187,0,0,0,False,False,False,False
2188,3,3,3,False,False,False,False
2189,5,5,5,False,False,False,False
2190,1,1,1,False,False,False,False
2191,1,1,1,False,False,False,False
2192,4,4,4,False,False,False,False
2193,3,3,3,False,False,False,False
2194,7,5,7,True,True,False,False
2195,3,3,3,False,False,False,False
2196,1,1,1,False,False,False,False
2197,3,3,3,False,False,False,False
2198,8,8,8,False,False,False,False
2199,1,1,1,False,False,False,False
2200,0,0,0,False,False,False,False
2201,6,8,8,False,False,False,False
2202,3,3,3,False,False,False,False
2203,6,6,6,False,False,False,False
2204,8,8,8,False,False,False,False
2205,3,3,3,False,False,False,False
2206,6,6,6,False,False,False,False
2207,8,8,8,False,False,False,False
2208,1,1,1,False,False,False,False
2209,8,8,8,False,False,False,False
2210,7,7,7,False,False,False,False
2211,5,5,5,False,False,False,False
2212,4,4,4,False,False,False,False
2213,1,1,1,False,False,False,False
2214,0,0,0,False,False,False,False
2215,7,8,7,True,True,False,False
2216,1,1,1,False,False,False,False
2217,6,6,6,False,False,False,False
2218,8,8,8,False,False,False,False
2219,0,0,0,False,False,False,False
2220,4,4,4,False,False,False,False
2221,0,0,0,False,False,False,False
2222,0,0,0,False,False,False,False
2223,5,5,5,False,False,False,False
2224,1,1,1,False,False,False,False
2225,2,2,2,False,False,False,False
2226,3,3,3,False,False,False,False
2227,5,5,5,False,False,False,False
2228,8,8,8,False,False,False,False
2229,4,4,4,False,False,False,False
2230,8,8,8,False,False,False,False
2231,8,8,8,False,False,False,False
2232,6,6,6,False,False,False,False
2233,8,8,8,False,False,False,False
2234,0,0,0,False,False,False,False
2235,2,2,2,False,False,False,False
2236,3,3,3,False,False,False,False
2237,5,5,5,False,False,False,False
2238,4,4,4,False,False,False,False
2239,0,0,0,False,False,False,False
2240,1,1,1,False,False,False,False
2241,1,1,1,False,False,False,False
2242,5,5,5,False,False,False,False
2243,4,4,4,False,False,False,False
2244,7,2,7,True,True,False,False
2245,0,0,0,False,False,False,False
2246,8,8,8,False,False,False,False
2247,5,5,5,False,False,False,False
2248,0,0,0,False,False,False,False
2249,7,8,7,True,True,False,False
2250,8,8,8,False,False,False,False
2251,8,8,8,False,False,False,False
2252,6,3,3,False,False,False,False
2253,1,1,1,False,False,False,False
2254,3,3,3,False,False,False,False
2255,6,6,6,False,False,False,False
2256,6,6,6,False,False,False,False
2257,3,3,3,False,False,False,False
2258,8,8,8,False,False,False,False
2259,1,1,1,False,False,False,False
2260,0,0,0,False,False,False,False
2261,6,8,8,False,False,False,False
2262,7,7,7,False,False,False,False
2263,3,3,3,False,False,False,False
2264,6,6,6,False,False,False,False
2265,1,1,1,False,False,False,False
2266,4,4,4,False,False,False,False
2267,3,3,3,False,False,False,False
2268,0,0,0,False,False,False,False
2269,6,6,6,False,False,False,False
2270,8,8,8,False,False,False,False
2271,3,3,3,False,False,False,False
2272,1,1,1,False,False,False,False
2273,0,0,0,False,False,False,False
2274,1,1,1,False,False,False,False
2275,6,6,6,False,False,False,False
2276,3,3,3,False,False,False,False
2277,1,1,1,False,False,False,False
2278,8,8,8,False,False,False,False
2279,3,3,3,False,False,False,False
2280,0,0,0,False,False,False,False
2281,0,0,0,False,False,False,False
2282,4,4,4,False,False,False,False
2283,0,0,0,False,False,False,False
2284,8,8,8,False,False,False,False
2285,0,0,0,False,False,False,False
2286,0,0,0,False,False,False,False
2287,4,0,0,False,False,False,False
2288,3,3,3,False,False,False,False
2289,8,8,8,False,False,False,False
2290,8,8,8,False,False,False,False
2291,4,4,4,False,False,False,False
2292,4,4,4,False,False,False,False
2293,8,8,8,False,False,False,False
2294,3,3,3,False,False,False,False
2295,3,3,3,False,False,False,False
2296,6,3,3,False,False,False,False
2297,0,0,0,False,False,False,False
2298,3,3,3,False,False,False,False
2299,8,8,8,False,False,False,False
2300,0,0,0,False,False,False,False
2301,0,0,0,False,False,False,False
2302,1,1,1,False,False,False,False
2303,6,6,6,False,False,False,False
2304,4,4,4,False,False,False,False
2305,1,1,1,False,False,False,False
2306,1,1,1,False,False,False,False
2307,0,5,5,False,False,False,False
2308,6,3,3,False,False,False,False
2309,4,5,5,False,False,False,False
2310,8,8,8,False,False,False,False
2311,8,8,8,False,False,False,False
2312,7,7,7,False,False,False,False
2313,7,7,7,False,False,False,False
2314,1,1,1,False,False,False,False
2315,5,5,5,False,False,False,False
2316,1,1,1,False,False,False,False
2317,0,0,0,False,False,False,False
2318,2,2,2,False,False,False,False
2319,2,2,2,False,False,False,False
2320,0,0,0,False,False,False,False
2321,1,1,1,False,False,False,False
2322,4,4,4,False,False,False,False
2323,4,4,4,False,False,False,False
2324,6,8,8,False,False,False,False
2325,8,8,8,False,False,False,False
2326,4,4,4,False,False,False,False
2327,0,0,0,False,False,False,False
2328,7,2,7,True,True,False,False
2329,1,1,1,False,False,False,False
2330,7,7,7,False,False,False,False
2331,1,1,1,False,False,False,False
2332,4,4,4,False,False,False,False
2333,1,1,1,False,False,False,False
2334,4,4,4,False,False,False,False
2335,8,8,8,False,False,False,False
2336,8,8,8,False,False,False,False
2337,5,5,5,False,False,False,False
2338,8,6,6,False,False,False,False
2339,1,1,1,False,False,False,False
2340,8,8,8,False,False,False,False
2341,3,3,3,False,False,False,False
2342,6,8,8,False,False,False,False
